Netblock,Description,Num IPs
27.3.64.0/20,SaiGon Tourist Cable Television,4096
27.3.80.0/20,SaiGon Tourist Cable Television,4096
27.3.96.0/20,SaiGon Tourist Cable Television,4096
103.84.76.0/22,Viettel Group,1024
103.84.77.0/24,Viettel Group,256
116.100.0.0/21,Viettel Group,2048
116.100.112.0/21,Viettel Group,2048
116.100.120.0/21,Viettel Group,2048
116.100.144.0/21,Viettel Group,2048
116.100.152.0/21,Viettel Group,2048
116.100.160.0/21,Viettel Group,2048
116.100.176.0/21,Viettel Group,2048
116.100.184.0/21,Viettel Group,2048
116.100.192.0/21,Viettel Group,2048
116.100.200.0/21,Viettel Group,2048
116.100.208.0/21,Viettel Group,2048
116.100.216.0/21,Viettel Group,2048
116.100.24.0/21,Viettel Group,2048
116.100.32.0/21,Viettel Group,2048
116.100.40.0/21,Viettel Group,2048
116.100.48.0/21,Viettel Group,2048
116.100.56.0/21,Viettel Group,2048
116.100.64.0/21,Viettel Group,2048
116.100.72.0/21,Viettel Group,2048
116.100.80.0/22,Viettel Group,1024
116.100.8.0/21,Viettel Group,2048
116.100.84.0/22,Viettel Group,1024
116.101.0.0/21,Viettel Group,2048
116.101.120.0/23,Viettel Group,512
116.101.192.0/21,Viettel Group,2048
116.101.200.0/21,Viettel Group,2048
116.101.248.0/21,Viettel Group,2048
116.101.40.0/21,Viettel Group,2048
116.101.48.0/22,Viettel Group,1024
116.101.60.0/22,Viettel Group,1024
116.101.64.0/21,Viettel Group,2048
116.101.72.0/21,Viettel Group,2048
116.101.8.0/21,Viettel Group,2048
116.102.104.0/21,Viettel Group,2048
116.102.128.0/21,Viettel Group,2048
116.102.136.0/21,Viettel Group,2048
116.102.152.0/21,Viettel Group,2048
116.102.160.0/21,Viettel Group,2048
116.102.16.0/21,Viettel Group,2048
116.102.168.0/21,Viettel Group,2048
116.102.176.0/21,Viettel Group,2048
116.102.184.0/21,Viettel Group,2048
116.102.192.0/21,Viettel Group,2048
116.102.200.0/21,Viettel Group,2048
116.102.208.0/21,Viettel Group,2048
116.102.48.0/21,Viettel Group,2048
116.102.56.0/21,Viettel Group,2048
116.102.64.0/21,Viettel Group,2048
116.102.72.0/21,Viettel Group,2048
116.102.80.0/21,Viettel Group,2048
116.102.88.0/21,Viettel Group,2048
116.102.96.0/21,Viettel Group,2048
116.103.112.0/21,Viettel Group,2048
116.103.120.0/21,Viettel Group,2048
116.103.128.0/21,Viettel Group,2048
116.103.136.0/21,Viettel Group,2048
116.103.144.0/21,Viettel Group,2048
116.103.152.0/21,Viettel Group,2048
116.103.160.0/21,Viettel Group,2048
116.103.16.0/21,Viettel Group,2048
116.103.168.0/21,Viettel Group,2048
116.103.176.0/21,Viettel Group,2048
116.103.184.0/21,Viettel Group,2048
116.103.192.0/21,Viettel Group,2048
116.103.200.0/21,Viettel Group,2048
116.103.208.0/21,Viettel Group,2048
116.103.216.0/21,Viettel Group,2048
116.103.224.0/21,Viettel Group,2048
116.103.232.0/21,Viettel Group,2048
116.103.240.0/21,Viettel Group,2048
116.103.24.0/21,Viettel Group,2048
116.103.248.0/21,Viettel Group,2048
116.103.32.0/21,Viettel Group,2048
116.103.40.0/21,Viettel Group,2048
116.103.48.0/21,Viettel Group,2048
116.103.56.0/21,Viettel Group,2048
116.103.64.0/21,Viettel Group,2048
116.103.72.0/21,Viettel Group,2048
116.103.80.0/21,Viettel Group,2048
116.103.88.0/21,Viettel Group,2048
116.103.96.0/21,Viettel Group,2048
116.104.104.0/21,Viettel Group,2048
116.104.128.0/22,Viettel Group,1024
116.104.132.0/22,Viettel Group,1024
116.104.144.0/21,Viettel Group,2048
116.104.168.0/21,Viettel Group,2048
116.104.176.0/21,Viettel Group,2048
116.104.228.0/22,Viettel Group,1024
116.104.232.0/21,Viettel Group,2048
116.104.240.0/21,Viettel Group,2048
116.104.248.0/21,Viettel Group,2048
116.104.96.0/21,Viettel Group,2048
116.105.0.0/21,Viettel Group,2048
116.105.104.0/21,Viettel Group,2048
116.105.112.0/21,Viettel Group,2048
116.105.120.0/21,Viettel Group,2048
116.105.128.0/21,Viettel Group,2048
116.105.136.0/21,Viettel Group,2048
103.102.128.0/24,VGP JOINT STOCK COMPANY,256
103.102.129.0/24,VGP JOINT STOCK COMPANY,256
103.102.130.0/24,VGP JOINT STOCK COMPANY,256
103.102.131.0/24,VGP JOINT STOCK COMPANY,256
103.137.184.0/24,ICT Media and Technology Joint Stock Company,256
103.137.185.0/24,ICT Media and Technology Joint Stock Company,256
103.137.4.0/24,Edutop64 Training Development and Investment Corporation,256
103.139.102.0/24,VietNam Eastern Sun Joint Stock Company,256
103.139.103.0/24,VietNam Eastern Sun Joint Stock Company,256
103.139.42.0/23,Nguyen Ngoc Thanh Trading Limited Company,512
103.141.140.0/23,Megacore Technology Company Limited,512
103.141.144.0/23,D.I.C Viet Nam Technology Joint Stock Company,512
103.143.206.0/24,Everest Global Joint Stock Company,256
103.143.207.0/24,Everest Global Joint Stock Company,256
103.148.254.0/23,Navisystem Software Solution Company Limited,512
103.154.102.0/23,HARAVAN TECHNOLOGY CORPORATION,512
103.156.10.0/23,Lang Son Branch - FPT Telecom Company,512
103.156.10.0/24,Lang Son Branch - FPT Telecom Company,256
103.156.11.0/24,Lang Son Branch - FPT Telecom Company,256
103.156.12.0/23,Nghe An Branch - FPT Telecom Company,512
103.156.12.0/24,Nghe An Branch - FPT Telecom Company,256
103.156.13.0/24,Nghe An Branch - FPT Telecom Company,256
103.156.30.0/23,Soc Trang Branch - FPT Telecom Company,512
103.156.30.0/24,Soc Trang Branch - FPT Telecom Company,256
103.156.31.0/24,Soc Trang Branch - FPT Telecom Company,256
103.156.32.0/23,Tra Vinh Branch - FPT Telecom Company,512
103.156.32.0/24,Tra Vinh Branch - FPT Telecom Company,256
103.156.33.0/24,Tra Vinh Branch - FPT Telecom Company,256
103.156.34.0/23,Vinh Long Branch - FPT Telecom Company,512
103.156.34.0/24,Vinh Long Branch - FPT Telecom Company,256
103.156.35.0/24,Vinh Long Branch - FPT Telecom Company,256
103.157.218.0/23,3S Viet Nam Technology Joint Stock Company,512
103.159.54.0/24,HT3 VIETNAM TECHNOLOGY INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY,256
103.162.94.0/23,HONG NGOC NGUYEN COMPANY LIMITED,512
103.205.104.0/24,FIM PLUS DIGITAL JOINT STOCK COMPANY,256
103.205.105.0/24,FIM PLUS DIGITAL JOINT STOCK COMPANY,256
103.205.106.0/24,FIM PLUS DIGITAL JOINT STOCK COMPANY,256
103.216.120.0/22,VEGA Corporation,1024
103.221.220.0/22,AZDIGI Corporation,1024
103.35.64.0/22,FPT Telecom,1024
103.35.64.0/24,FPT Telecom,256
103.35.65.0/24,FPT Telecom,256
103.39.92.0/22,"2nd Floor, FPT Cau Giay Tower, 17 Duy Tan, Dich Vong Hau, Cau Giay District, Hanoi",1024
103.47.192.0/24,"Vietnam F Tech., JSC",256
103.47.193.0/24,"Vietnam F Tech., JSC",256
103.53.170.0/24,KDATA Company Limited,256
103.53.171.0/24,KDATA Company Limited,256
103.68.68.0/22,Phuong Dong technology solution company limited,1024
103.78.93.0/24,VEGA Game Jointstock Company,256
103.81.84.0/24,Thien Quang Digital technology joint stock company,256
103.81.85.0/24,Thien Quang Digital technology joint stock company,256
103.81.86.0/24,Thien Quang Digital technology joint stock company,256
103.81.87.0/24,Thien Quang Digital technology joint stock company,256
103.82.192.0/22,"BSS TECHNOLOGY CO.,LTD",1024
103.90.228.0/22,Onet IDC Company,1024
113.22.0.0/16,FPT Telecom,65536
113.22.0.0/18,FPT Telecom Company,16384
113.22.0.0/20,FPT Telecom Company,4096
113.22.10.0/24,FPT Telecom Company,256
113.22.11.0/24,FPT Telecom Company,256
113.22.112.0/20,FPT Telecom Company,4096
113.22.115.0/24,FPT Telecom Company,256
113.22.128.0/18,Dai IP dong su dung cho ket noi xDSL,16384
113.22.128.0/20,FPT Telecom Company,4096
113.22.140.0/24,FPT Telecom Company,256
113.22.144.0/20,FPT Telecom Company,4096
113.22.152.0/24,FPT Telecom Company,256
113.22.160.0/20,FPT Telecom Company,4096
113.22.16.0/20,FPT Telecom Company,4096
113.22.176.0/20,FPT Telecom Company,4096
113.22.185.0/24,FPT Telecom Company,256
113.22.192.0/18,Dai IP dong su dung cho ket noi xDSL,16384
113.22.192.0/20,FPT Telecom Company,4096
113.22.199.0/24,FPT Telecom Company,256
113.22.20.0/24,FPT Telecom Company,256
113.22.208.0/20,FPT Telecom Company,4096
113.22.213.0/24,FPT Telecom Company,256
113.22.224.0/20,FPT Telecom Company,4096
113.22.236.0/24,FPT Telecom Company,256
113.22.240.0/20,FPT Telecom Company,4096
113.22.32.0/20,FPT Telecom Company,4096
113.22.48.0/20,FPT Telecom Company,4096
113.22.53.0/24,FPT Telecom Company,256
113.22.64.0/18,FPT Telecom,16384
113.22.64.0/20,FPT Telecom Company,4096
113.22.71.0/24,FPT Telecom Company,256
113.22.80.0/20,FPT Telecom Company,4096
113.22.82.0/24,FPT Telecom Company,256
113.22.86.0/24,FPT Telecom Company,256
113.22.96.0/20,FPT Telecom Company,4096
113.22.98.0/24,FPT Telecom Company,256
113.23.0.0/17,FPT Telecom,32768
113.23.0.0/18,FPT Telecom,16384
113.23.0.0/20,FPT Telecom Company,4096
113.23.101.0/24,FPT Telecom Company,256
113.23.102.0/24,FPT Telecom Company,256
113.23.103.0/24,FPT Telecom Company,256
113.23.104.0/24,FPT Telecom Company,256
113.23.105.0/24,FPT Telecom Company,256
113.23.108.0/24,FPT Telecom Company,256
103.70.28.0/22,IDEX TRADING SERVICE JOINT STOCK COMPANY,1024
203.167.12.0/22,MAXDATA Online Services Company Limited,1024
103.3.248.0/22,Creative Communication Vietnam Joint Stock Company,1024
103.3.248.0/24,Creative Communication Vietnam Joint Stock Company,256
103.3.249.0/24,Creative Communication Vietnam Joint Stock Company,256
103.3.250.0/24,Creative Communication Vietnam Joint Stock Company,256
103.3.251.0/24,Creative Communication Vietnam Joint Stock Company,256
45.120.228.0/22,Creative Communication Vietnam Joint Stock Company,1024
45.120.228.0/24,Creative Communication Vietnam Joint Stock Company,256
45.120.229.0/24,Creative Communication Vietnam Joint Stock Company,256
45.120.230.0/24,Creative Communication Vietnam Joint Stock Company,256
45.120.231.0/24,Creative Communication Vietnam Joint Stock Company,256
103.18.4.0/23,GMO-Z.com Runsystem Joint Stock Company,512
103.18.6.0/23,GMO-Z.com Runsystem Joint Stock Company,512
118.27.192.0/19,GMO-Z.com Runsystem Joint Stock Company,8192
137.59.104.0/22,GMO-Z.com Runsystem Joint Stock Company,1024
150.95.104.0/21,GMO-Z.com Runsystem Joint Stock Company,2048
150.95.112.0/21,GMO-Z.com Runsystem Joint Stock Company,2048
150.95.120.0/21,GMO-Z.com Runsystem Joint Stock Company,2048
150.95.16.0/22,GMO-Z.com Runsystem Joint Stock Company,1024
163.44.192.0/22,GMO-Z.com Runsystem Joint Stock Company,1024
163.44.200.0/24,GMO-Z.com Runsystem Joint Stock Company,256
163.44.205.0/24,GMO-Z.com Runsystem Joint Stock Company,256
163.44.206.0/23,GMO-Z.com Runsystem Joint Stock Company,512
103.221.224.0/24,The Authority of Central Post,256
103.221.225.0/24,The Authority of Central Post,256
103.221.226.0/24,The Authority of Central Post,256
103.221.227.0/24,The Authority of Central Post,256
103.221.228.0/24,CP16-The Authority of Central Post,256
103.221.229.0/24,CP16-The Authority of Central Post,256
103.221.230.0/24,CP16-The Authority of Central Post,256
103.221.231.0/24,CP16-The Authority of Central Post,256
45.252.241.0/24,CP16-The Authority of Central Post,256
45.252.242.0/24,CP16-The Authority of Central Post,256
45.252.243.0/24,CP16-The Authority of Central Post,256
45.252.244.0/24,The Authority of Central Post,256
45.252.245.0/24,The Authority of Central Post,256
45.252.246.0/24,The Authority of Central Post,256
45.252.247.0/24,The Authority of Central Post,256
112.137.128.0/20,VietNam National University Ha Noi,4096
103.160.74.0/23,FPT Smart Cloud Company Limited,512
103.160.76.0/23,FPT Technology Research Institute,512
103.160.78.0/23,SKYLINEDC COMPANY LIMITED,512
103.160.84.0/23,CYRADAR INFORMATION SECURITY JOINT STOCK COMPANY,512
103.160.88.0/23,VIKING TECHNOLOGY JOINT STOCK COMPANY,512
103.160.90.0/23,VIKING GLOBAL TECHNOLOGY JOINT STOCK COMPANY,512
103.116.104.0/22,Halo Techonology Trading Company Limited,1024
103.133.224.0/22,TTL Technology Trading Company Limited,1024
103.142.138.0/23,Ehome Technology Trading Company Limited,512
103.142.218.0/23,Reload Company Limited,512
103.150.124.0/23,ECOMS Technology Trading Company Limited,512
103.154.100.0/23,VPS VIET NAM TECHNOLOGY TRADING COMPANY LIMITED,512
103.104.120.0/22,Viet Storage Technology Joint Stock Company,1024
103.127.196.0/22,So Viet Technology Solution Company Limited,1024
103.140.248.0/24,DLK Group Telecommunication Technology Joint Stock Company,256
103.144.86.0/23,"Doan Linh Technology Service Trade, LTD.",512
103.144.87.0/24,"Doan Linh Technology Service Trade, LTD.",256
103.147.122.0/24,Renderviet Technology Service Company Limited,256
103.147.123.0/24,Renderviet Technology Service Company Limited,256
103.125.168.0/24,Fibo technology and invest a member limited liability company,256
103.125.169.0/24,Fibo technology and invest a member limited liability company,256
103.125.170.0/24,Fibo technology and invest a member limited liability company,256
103.125.171.0/24,Fibo technology and invest a member limited liability company,256
103.2.224.0/22,Long Van System Solution JSC,1024
103.27.236.0/22,Long Van System Solution JSC,1024
45.119.80.0/22,Long Van System Solution JSC,1024
45.119.84.0/22,Long Van System Solution JSC,1024
103.237.144.0/22,Long Van Soft Solution JSC,1024
103.78.88.0/24,LongVan integration data joint stock company,256
103.78.89.0/24,LongVan integration data joint stock company,256
103.78.90.0/23,LongVan integration data joint stock company,512
45.118.144.0/22,Long Van Soft Solution JSC,1024
103.235.208.0/22,Minh Tu Telecom Limited Company,1024
103.235.208.0/24,Minh Tu Telecom Limited Company,256
103.235.209.0/24,Minh Tu Telecom Limited Company,256
103.235.210.0/24,Minh Tu Telecom Limited Company,256
103.235.211.0/24,Minh Tu Telecom Limited Company,256
112.109.88.0/21,Minh Tu Telecom Limited Company,2048
112.109.88.0/24,Minh Tu Telecom Limited Company,256
112.109.89.0/24,Minh Tu Telecom Limited Company,256
112.109.90.0/24,Minh Tu Telecom Limited Company,256
112.109.91.0/24,Minh Tu Telecom Limited Company,256
112.109.92.0/24,Minh Tu Telecom Limited Company,256
112.109.93.0/24,Minh Tu Telecom Limited Company,256
112.109.94.0/24,Minh Tu Telecom Limited Company,256
112.109.95.0/24,Minh Tu Telecom Limited Company,256
182.237.20.0/22,Minh Tu Telecom Limited Company,1024
182.237.20.0/23,Minh Tu Telecom Limited Company,512
182.237.20.0/24,Minh Tu Telecom Limited Company,256
182.237.21.0/24,Minh Tu Telecom Limited Company,256
182.237.22.0/23,Minh Tu Telecom Limited Company,512
182.237.22.0/24,Minh Tu Telecom Limited Company,256
182.237.23.0/24,Minh Tu Telecom Limited Company,256
116.212.32.0/19,North Power Company,8192
103.121.88.0/23,Cau Giay Branch of Bach Kim Network solutions Join stock company,512
103.121.90.0/23,Cau Giay Branch of Bach Kim Network solutions Join stock company,512
103.147.126.0/23,Dai Phong Distribution Network Equipment Joint Stock Company,512
103.155.216.0/23,VN Change Digital Ltd.,512
103.161.16.0/23,BK INFORMATION SYSTEM JOINT STOCK COMPANY,512
103.161.170.0/23,VINA-BISON INTERNATIONAL TRADING COMPANY LIMITED,512
103.161.176.0/23,HIEN QUY TRADE INVESTMENT AND DEVELOPMENT COMPANY LIMITED,512
103.162.28.0/23,PHONG HOANG TRAVEL AND TRADING COMPANY LIMITED,512
103.162.30.0/23,O2 VIETNAM TECHNOLOGY JOINT STOCK COMPANY,512
103.163.216.0/23,VIET NAM GALAXY DIGITAL TECHNOLOGY COMPANY LIMITED,512
103.3.244.0/24,"New Vision Trading Co.,Ltd",256
103.3.245.0/24,"New Vision Trading Co.,Ltd",256
103.3.246.0/24,"New Vision Trading Co.,Ltd",256
103.3.247.0/24,"New Vision Trading Co.,Ltd",256
103.74.120.0/23,Branch of BachKim Network solutions jsc,512
103.74.122.0/23,Branch of BachKim Network solutions jsc,512
103.79.140.0/22,Cadi international trading services company limited,1024
45.124.84.0/24,Bach Kim Network solutions Join stock company,256
117.103.192.0/21,VTC - Multimedia Corporation,2048
117.103.192.0/22,VTC - Multimedia Corporation,1024
117.103.196.0/22,VTC - Multimedia Corporation,1024
117.103.200.0/21,VTC - Multimedia Corporation,2048
117.103.200.0/22,VTC - Multimedia Corporation,1024
117.103.204.0/22,VTC - Multimedia Corporation,1024
117.103.208.0/21,VTC - Multimedia Corporation,2048
117.103.208.0/22,VTC - Multimedia Corporation,1024
117.103.210.0/23,VTC - Multimedia Corporation,512
117.103.212.0/22,VTC - Multimedia Corporation,1024
117.103.216.0/21,VTC - Multimedia Corporation,2048
117.103.216.0/22,VTC - Multimedia Corporation,1024
117.103.220.0/22,VTC - Multimedia Corporation,1024
117.103.224.0/21,VTC - Multimedia Corporation,2048
117.103.228.0/22,VTC - Multimedia Corporation,1024
117.103.232.0/21,VTC - Multimedia Corporation,2048
117.103.232.0/22,VTC - Multimedia Corporation,1024
117.103.236.0/22,VTC - Multimedia Corporation,1024
103.139.154.0/23,CLO Technology Limited Company,512
103.149.252.0/23,AI-Solutions Company Limited,512
103.151.52.0/23,FLYCLOUD Company Limited,512
103.157.204.0/23,SPR Viet Nam Joint Stock Company,512
103.160.2.0/23,ITEXPERT Viet Nam Joint Stock Company,512
103.161.112.0/23,"MEITC CO.,LTD",512
103.161.118.0/23,THIEN CO MANUFACTURING TRADING SERVICES JOINT STOCK COMPANY,512
103.161.180.0/23,THAI AN INFORMATION TECHNOLOGY JOINT STOCK COMPANY,512
103.161.96.0/23,MXGROUP TECHNOLOGY JOINT STOCK COMPANY,512
103.28.32.0/22,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,1024
103.95.196.0/22,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,1024
202.158.244.0/22,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,1024
49.236.208.0/22,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,1024
103.1.236.0/22,"Super Online Data Co., Ltd",1024
103.1.236.0/23,"Super Online Data Co., Ltd",512
103.1.238.0/23,"Super Online Data Co., Ltd",512
103.129.84.0/22,Branch of P.A Viet Nam company limited in Hanoi,1024
103.129.84.0/23,Branch of P.A Viet Nam company limited in Hanoi,512
103.129.86.0/23,Branch of P.A Viet Nam company limited in Hanoi,512
103.131.72.0/22,Representative office of Super micro small company,1024
103.131.72.0/23,Representative office of Super micro small company,512
103.131.74.0/23,Representative office of Super micro small company,512
103.252.252.0/22,Bong Bong Bang Bang Corp,1024
103.252.252.0/23,Bong Bong Bang Bang Corp,512
103.252.254.0/23,Bong Bong Bang Bang Corp,512
103.7.40.0/22,"Super Online Data Co.,Ltd",1024
103.7.40.0/23,"Super Online Data Co.,Ltd",512
103.7.42.0/23,"Super Online Data Co.,Ltd",512
103.77.160.0/22,P.A Viet Nam company limited,1024
103.77.160.0/23,P.A Viet Nam company limited,512
103.77.162.0/23,P.A Viet Nam company limited,512
103.77.164.0/22,Super micro small company,1024
103.77.164.0/23,Super micro small company,512
103.77.166.0/23,Super micro small company,512
112.213.80.0/20,"Super Online Data Co.,Ltd",4096
112.213.80.0/22,"Super Online Data Co.,Ltd",1024
112.213.80.0/23,"Super Online Data Co.,Ltd",512
112.213.82.0/23,"Super Online Data Co.,Ltd",512
112.213.84.0/22,"Super Online Data Co.,Ltd",1024
112.213.84.0/23,"Super Online Data Co.,Ltd",512
112.213.86.0/23,"Super Online Data Co.,Ltd",512
112.213.88.0/22,"Super Online Data Co.,Ltd",1024
112.213.88.0/23,"Super Online Data Co.,Ltd",512
112.213.90.0/23,"Super Online Data Co.,Ltd",512
112.213.92.0/22,"Super Online Data Co.,Ltd",1024
112.213.92.0/23,"Super Online Data Co.,Ltd",512
112.213.94.0/23,"Super Online Data Co.,Ltd",512
27.0.12.0/22,"Super Online Data Co.,Ltd",1024
27.0.12.0/23,"Super Online Data Co.,Ltd",512
27.0.14.0/23,"Super Online Data Co.,Ltd",512
45.117.168.0/22,"Super Online Data Co.,Ltd",1024
45.117.168.0/23,"Super Online Data Co.,Ltd",512
45.117.170.0/23,"Super Online Data Co.,Ltd",512
45.251.112.0/22,Bong Bong Bang Bang Corp,1024
45.251.112.0/23,Bong Bong Bang Bang Corp,512
45.251.114.0/23,Bong Bong Bang Bang Corp,512
112.72.100.0/24,VTC Wireless Broadband Company,256
112.72.101.0/24,VTC Wireless Broadband Company,256
112.72.102.0/24,VTC Wireless Broadband Company,256
112.72.103.0/24,VTC Wireless Broadband Company,256
112.72.64.0/21,VTC Wireless Broadband Company,2048
112.72.64.0/23,VTC Wireless Broadband Company,512
112.72.64.0/24,VTC Wireless Broadband Company,256
112.72.65.0/24,VTC Wireless Broadband Company,256
112.72.66.0/23,VTC Wireless Broadband Company,512
112.72.68.0/23,VTC Wireless Broadband Company,512
112.72.68.0/24,VTC Wireless Broadband Company,256
112.72.69.0/24,VTC Wireless Broadband Company,256
112.72.70.0/23,VTC Wireless Broadband Company,512
112.72.70.0/24,VTC Wireless Broadband Company,256
112.72.71.0/24,VTC Wireless Broadband Company,256
112.72.72.0/21,VTC Wireless Broadband Company,2048
112.72.72.0/23,VTC Wireless Broadband Company,512
112.72.72.0/24,VTC Wireless Broadband Company,256
112.72.73.0/24,VTC Wireless Broadband Company,256
112.72.74.0/23,VTC Wireless Broadband Company,512
112.72.74.0/24,VTC Wireless Broadband Company,256
112.72.75.0/24,VTC Wireless Broadband Company,256
112.72.76.0/23,VTC Wireless Broadband Company,512
112.72.76.0/24,VTC Wireless Broadband Company,256
112.72.77.0/24,VTC Wireless Broadband Company,256
112.72.78.0/23,VTC Wireless Broadband Company,512
112.72.78.0/24,VTC Wireless Broadband Company,256
112.72.79.0/24,VTC Wireless Broadband Company,256
112.72.80.0/21,VTC Wireless Broadband Company,2048
112.72.80.0/23,VTC Wireless Broadband Company,512
112.72.80.0/24,VTC Wireless Broadband Company,256
112.72.81.0/24,VTC Wireless Broadband Company,256
112.72.82.0/23,VTC Wireless Broadband Company,512
112.72.82.0/24,VTC Wireless Broadband Company,256
112.72.83.0/24,VTC Wireless Broadband Company,256
112.72.84.0/23,VTC Wireless Broadband Company,512
112.72.84.0/24,VTC Wireless Broadband Company,256
112.72.85.0/24,VTC Wireless Broadband Company,256
112.72.86.0/23,VTC Wireless Broadband Company,512
112.72.86.0/24,VTC Wireless Broadband Company,256
112.72.87.0/24,VTC Wireless Broadband Company,256
112.72.88.0/21,VTC Wireless Broadband Company,2048
112.72.88.0/23,VTC Wireless Broadband Company,512
112.72.88.0/24,VTC Wireless Broadband Company,256
112.72.89.0/24,VTC Wireless Broadband Company,256
112.72.90.0/23,VTC Wireless Broadband Company,512
112.72.90.0/24,VTC Wireless Broadband Company,256
112.72.91.0/24,VTC Wireless Broadband Company,256
112.72.92.0/23,VTC Wireless Broadband Company,512
112.72.92.0/24,VTC Wireless Broadband Company,256
112.72.93.0/24,VTC Wireless Broadband Company,256
112.72.94.0/23,VTC Wireless Broadband Company,512
112.72.94.0/24,VTC Wireless Broadband Company,256
112.72.95.0/24,VTC Wireless Broadband Company,256
112.72.96.0/21,VTC Wireless Broadband Company,2048
112.72.96.0/24,VTC Wireless Broadband Company,256
112.72.97.0/24,VTC Wireless Broadband Company,256
112.72.98.0/24,VTC Wireless Broadband Company,256
112.72.99.0/24,VTC Wireless Broadband Company,256
103.15.48.0/22,Mat Bao Corp,1024
103.15.48.0/24,Mat Bao Corp,256
103.15.49.0/24,Mat Bao Corp,256
103.15.50.0/24,Mat Bao Corp,256
103.15.51.0/24,Mat Bao Corp,256
103.234.36.0/22,May Chu Viet Company Limited,1024
103.234.36.0/24,May Chu Viet Company Limited,256
103.234.37.0/24,May Chu Viet Company Limited,256
103.234.38.0/24,May Chu Viet Company Limited,256
103.234.39.0/24,May Chu Viet Company Limited,256
103.237.148.0/22,"Mat Bao BPO., JSC",1024
103.237.148.0/24,"Mat Bao BPO., JSC",256
103.237.149.0/24,"Mat Bao BPO., JSC",256
103.237.150.0/24,"Mat Bao BPO., JSC",256
103.237.151.0/24,"Mat Bao BPO., JSC",256
103.238.76.0/22,Mat Bao Media Joint Stock Company,1024
103.238.76.0/24,Mat Bao Media Joint Stock Company,256
103.238.77.0/24,Mat Bao Media Joint Stock Company,256
103.238.78.0/24,Mat Bao Media Joint Stock Company,256
103.238.79.0/24,Mat Bao Media Joint Stock Company,256
103.249.100.0/23,Online data services JSC,512
103.249.100.0/24,Online data services JSC,256
103.249.101.0/24,Online data services JSC,256
103.249.102.0/23,Online data services JSC,512
103.249.102.0/24,Online data services JSC,256
103.249.103.0/24,Online data services JSC,256
103.47.194.0/23,"Vietnam F Tech., JSC",512
103.68.80.0/22,Vietnam communication and software technology joint stock company,1024
112.78.0.0/20,Cong ty Co phan Dich vu du lieu Truc tuyen,4096
112.78.0.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.0.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.10.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.10.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.1.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.11.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.12.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.12.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.13.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.14.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.14.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.15.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.2.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.2.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.3.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.4.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.4.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.5.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.6.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.6.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.7.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.8.0/23,Cong ty Co phan Dich vu du lieu Truc tuyen,512
112.78.8.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
112.78.9.0/24,Cong ty Co phan Dich vu du lieu Truc tuyen,256
125.253.112.0/20,Online data services JSC,4096
125.253.112.0/23,Online data services JSC,512
125.253.112.0/24,Online data services JSC,256
125.253.113.0/24,Online data services JSC,256
125.253.114.0/23,Online data services JSC,512
125.253.114.0/24,Online data services JSC,256
125.253.115.0/24,Online data services JSC,256
125.253.116.0/23,Online data services JSC,512
125.253.116.0/24,Online data services JSC,256
125.253.117.0/24,Online data services JSC,256
125.253.118.0/23,Online data services JSC,512
125.253.118.0/24,Online data services JSC,256
125.253.119.0/24,Online data services JSC,256
125.253.120.0/23,Online data services JSC,512
125.253.120.0/24,Online data services JSC,256
125.253.121.0/24,Online data services JSC,256
125.253.122.0/23,Online data services JSC,512
125.253.122.0/24,Online data services JSC,256
125.253.123.0/24,Online data services JSC,256
125.253.124.0/23,Online data services JSC,512
125.253.124.0/24,Online data services JSC,256
125.253.125.0/24,Online data services JSC,256
